species,age,year,area,depth_bin,temperature,std_err,samp_size
sablefish,1,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
sablefish,1,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
sablefish,1,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
sablefish,1,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
sablefish,1,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
sablefish,2,1977,ECV,184-550m,-9,-9,3
sablefish,2,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,2,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,2,1984,ECV,184-550m,-9,-9,3
sablefish,2,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,2,1988,ECV,184-550m,-9,-9,0
sablefish,2,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,2,1990,ECV,184-550m,-9,-9,4
sablefish,2,1991,ECV,184-550m,-9,-9,0
sablefish,2,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,2,1993,ECV,184-550m,-9,-9,3
sablefish,2,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,2,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,2,1997,ECV,184-550m,-9,-9,0
sablefish,2,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,2,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,2,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,2,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,2,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,2,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,2,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,2,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,2,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,2,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,2,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,2,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,2,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,2,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,2,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,2,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,2,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,2,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,2,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,2,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,2,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,3,1977,ECV,184-550m,-9,-9,3
sablefish,3,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,3,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,3,1984,ECV,184-550m,-9,-9,3
sablefish,3,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,3,1988,ECV,184-550m,-9,-9,0
sablefish,3,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,3,1990,ECV,184-550m,-9,-9,4
sablefish,3,1991,ECV,184-550m,-9,-9,0
sablefish,3,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,3,1993,ECV,184-550m,-9,-9,3
sablefish,3,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,3,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,3,1997,ECV,184-550m,-9,-9,0
sablefish,3,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,3,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,3,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,3,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,3,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,3,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,3,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,3,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,3,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,3,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,3,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,3,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,3,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,3,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,3,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,3,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,3,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,3,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,3,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,3,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,3,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,4,1977,ECV,184-550m,-9,-9,3
sablefish,4,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,4,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,4,1984,ECV,184-550m,-9,-9,3
sablefish,4,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,4,1988,ECV,184-550m,-9,-9,0
sablefish,4,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,4,1990,ECV,184-550m,-9,-9,4
sablefish,4,1991,ECV,184-550m,-9,-9,0
sablefish,4,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,4,1993,ECV,184-550m,-9,-9,3
sablefish,4,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,4,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,4,1997,ECV,184-550m,-9,-9,0
sablefish,4,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,4,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,4,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,4,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,4,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,4,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,4,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,4,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,4,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,4,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,4,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,4,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,4,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,4,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,4,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,4,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,4,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,4,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,4,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,4,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,4,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,5,1977,ECV,184-550m,-9,-9,3
sablefish,5,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,5,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,5,1984,ECV,184-550m,-9,-9,3
sablefish,5,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,5,1988,ECV,184-550m,-9,-9,0
sablefish,5,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,5,1990,ECV,184-550m,-9,-9,4
sablefish,5,1991,ECV,184-550m,-9,-9,0
sablefish,5,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,5,1993,ECV,184-550m,-9,-9,3
sablefish,5,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,5,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,5,1997,ECV,184-550m,-9,-9,0
sablefish,5,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,5,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,5,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,5,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,5,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,5,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,5,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,5,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,5,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,5,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,5,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,5,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,5,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,5,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,5,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,5,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,5,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,5,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,5,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,5,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,5,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,6,1977,ECV,184-550m,-9,-9,3
sablefish,6,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,6,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,6,1984,ECV,184-550m,-9,-9,3
sablefish,6,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,6,1988,ECV,184-550m,-9,-9,0
sablefish,6,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,6,1990,ECV,184-550m,-9,-9,4
sablefish,6,1991,ECV,184-550m,-9,-9,0
sablefish,6,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,6,1993,ECV,184-550m,-9,-9,3
sablefish,6,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,6,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,6,1997,ECV,184-550m,-9,-9,0
sablefish,6,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,6,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,6,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,6,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,6,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,6,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,6,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,6,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,6,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,6,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,6,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,6,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,6,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,6,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,6,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,6,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,6,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,6,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,6,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,6,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,6,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,7,1977,ECV,184-550m,-9,-9,3
sablefish,7,1980,ECV,184-550m,7.21428571428571,0.307391925590715,7
sablefish,7,1983,ECV,184-550m,7.2,0.34928498393146,5
sablefish,7,1984,ECV,184-550m,-9,-9,3
sablefish,7,1986,ECV,184-550m,6.75,0.117615191762516,6
sablefish,7,1988,ECV,184-550m,-9,-9,0
sablefish,7,1989,ECV,184-550m,6.91818181818182,0.154224265169078,11
sablefish,7,1990,ECV,184-550m,-9,-9,4
sablefish,7,1991,ECV,184-550m,-9,-9,0
sablefish,7,1992,ECV,184-550m,7.35357142857143,0.132285779994727,28
sablefish,7,1993,ECV,184-550m,-9,-9,3
sablefish,7,1995,ECV,184-550m,6.56865671641791,0.071937990132825,67
sablefish,7,1996,ECV,184-550m,6.39705882352941,0.135531257724109,34
sablefish,7,1997,ECV,184-550m,-9,-9,0
sablefish,7,1998,ECV,184-550m,6.21145833333333,0.10453394680369,96
sablefish,7,1999,ECV,184-550m,5.13676470588235,0.117646372912838,68
sablefish,7,2000,ECV,184-550m,6.43359636363636,0.073743893349783,110
sablefish,7,2001,ECV,184-550m,6.36593004694836,0.046364541044916,213
sablefish,7,2002,ECV,184-550m,6.3558564516129,0.091339969536962,62
sablefish,7,2003,ECV,184-550m,6.46897386363636,0.081805941038989,88
sablefish,7,2004,ECV,184-550m,6.40470196078431,0.055270113791821,153
sablefish,7,2005,ECV,184-550m,6.26715617977528,0.080527542109452,89
sablefish,7,2006,ECV,184-550m,6.48699545454545,0.073320503566408,88
sablefish,7,2007,ECV,184-550m,6.12253304347826,0.062300465092628,115
sablefish,7,2008,ECV,184-550m,6.2287476635514,0.067589755491041,107
sablefish,7,2009,ECV,184-550m,6.31563275862069,0.067899183000517,116
sablefish,7,2010,ECV,184-550m,6.01873106796117,0.065289465885867,103
sablefish,7,2011,ECV,184-550m,6.26028547008547,0.056557063404691,117
sablefish,7,2012,ECV,184-550m,6.14606833333333,0.060125878435826,120
sablefish,7,2013,ECV,184-550m,6.03745058823529,0.070035145031346,85
sablefish,7,2014,ECV,184-550m,6.5127887755102,0.095311695985939,98
sablefish,7,2015,ECV,184-550m,6.32556,0.087545957258592,100
sablefish,7,2016,ECV,184-550m,6.0681387755102,0.069980003976259,98
sablefish,7,2017,ECV,184-550m,6.42923195876289,0.071931631350904,97
sablefish,7,2018,ECV,184-550m,6.34847096774194,0.083784090681269,93
sablefish,8,1977,ECV,>=550m,-9,-9,0
sablefish,8,1980,ECV,>=550m,-9,-9,0
sablefish,8,1983,ECV,>=550m,-9,-9,0
sablefish,8,1984,ECV,>=550m,-9,-9,3
sablefish,8,1986,ECV,>=550m,-9,-9,0
sablefish,8,1988,ECV,>=550m,-9,-9,0
sablefish,8,1989,ECV,>=550m,4.02,0.272763633939717,5
sablefish,8,1990,ECV,>=550m,4.46363636363636,0.207702902887197,11
sablefish,8,1991,ECV,>=550m,-9,-9,0
sablefish,8,1992,ECV,>=550m,-9,-9,3
sablefish,8,1993,ECV,>=550m,4.10909090909091,0.1615012217542,11
sablefish,8,1995,ECV,>=550m,3.57692307692308,0.208213969750377,13
sablefish,8,1996,ECV,>=550m,4.168,0.080530891524904,50
sablefish,8,1997,ECV,>=550m,-9,-9,0
sablefish,8,1998,ECV,>=550m,2.408,0.112386238778005,25
sablefish,8,1999,ECV,>=550m,3.0959595959596,0.083409602598542,99
sablefish,8,2000,ECV,>=550m,4.05497806451613,0.049042648610322,155
sablefish,8,2001,ECV,>=550m,4.10674146341463,0.059779387076049,123
sablefish,8,2002,ECV,>=550m,4.25835217391304,0.093507344604924,46
sablefish,8,2003,ECV,>=550m,4.14407247706422,0.057988131421718,109
sablefish,8,2004,ECV,>=550m,4.25209464285714,0.085640201804191,56
sablefish,8,2005,ECV,>=550m,4.20743095238095,0.067910406347156,84
sablefish,8,2006,ECV,>=550m,4.17948658536585,0.069342934671568,82
sablefish,8,2007,ECV,>=550m,3.97380454545455,0.065663014558835,88
sablefish,8,2008,ECV,>=550m,4.07963372093023,0.068262495338188,86
sablefish,8,2009,ECV,>=550m,4.19831282051282,0.063152546270356,78
sablefish,8,2010,ECV,>=550m,4.03093,0.063789690470812,90
sablefish,8,2011,ECV,>=550m,4.22543333333333,0.07182140197583,78
sablefish,8,2012,ECV,>=550m,4.11419666666667,0.065999928885257,90
sablefish,8,2013,ECV,>=550m,4.05919154929577,0.065440118041471,71
sablefish,8,2014,ECV,>=550m,4.11976835443038,0.068539669855226,79
sablefish,8,2015,ECV,>=550m,3.954984375,0.071324373784338,64
sablefish,8,2016,ECV,>=550m,3.96766794871795,0.068856345328662,78
sablefish,8,2017,ECV,>=550m,4.07835769230769,0.067055667688583,78
sablefish,8,2018,ECV,>=550m,4.19544626865672,0.070150515066078,67
sablefish,9,1977,ECV,>=550m,-9,-9,0
sablefish,9,1980,ECV,>=550m,-9,-9,0
sablefish,9,1983,ECV,>=550m,-9,-9,0
sablefish,9,1984,ECV,>=550m,-9,-9,3
sablefish,9,1986,ECV,>=550m,-9,-9,0
sablefish,9,1988,ECV,>=550m,-9,-9,0
sablefish,9,1989,ECV,>=550m,4.02,0.272763633939717,5
sablefish,9,1990,ECV,>=550m,4.46363636363636,0.207702902887197,11
sablefish,9,1991,ECV,>=550m,-9,-9,0
sablefish,9,1992,ECV,>=550m,-9,-9,3
sablefish,9,1993,ECV,>=550m,4.10909090909091,0.1615012217542,11
sablefish,9,1995,ECV,>=550m,3.57692307692308,0.208213969750377,13
sablefish,9,1996,ECV,>=550m,4.168,0.080530891524904,50
sablefish,9,1997,ECV,>=550m,-9,-9,0
sablefish,9,1998,ECV,>=550m,2.408,0.112386238778005,25
sablefish,9,1999,ECV,>=550m,3.0959595959596,0.083409602598542,99
sablefish,9,2000,ECV,>=550m,4.05497806451613,0.049042648610322,155
sablefish,9,2001,ECV,>=550m,4.10674146341463,0.059779387076049,123
sablefish,9,2002,ECV,>=550m,4.25835217391304,0.093507344604924,46
sablefish,9,2003,ECV,>=550m,4.14407247706422,0.057988131421718,109
sablefish,9,2004,ECV,>=550m,4.25209464285714,0.085640201804191,56
sablefish,9,2005,ECV,>=550m,4.20743095238095,0.067910406347156,84
sablefish,9,2006,ECV,>=550m,4.17948658536585,0.069342934671568,82
sablefish,9,2007,ECV,>=550m,3.97380454545455,0.065663014558835,88
sablefish,9,2008,ECV,>=550m,4.07963372093023,0.068262495338188,86
sablefish,9,2009,ECV,>=550m,4.19831282051282,0.063152546270356,78
sablefish,9,2010,ECV,>=550m,4.03093,0.063789690470812,90
sablefish,9,2011,ECV,>=550m,4.22543333333333,0.07182140197583,78
sablefish,9,2012,ECV,>=550m,4.11419666666667,0.065999928885257,90
sablefish,9,2013,ECV,>=550m,4.05919154929577,0.065440118041471,71
sablefish,9,2014,ECV,>=550m,4.11976835443038,0.068539669855226,79
sablefish,9,2015,ECV,>=550m,3.954984375,0.071324373784338,64
sablefish,9,2016,ECV,>=550m,3.96766794871795,0.068856345328662,78
sablefish,9,2017,ECV,>=550m,4.07835769230769,0.067055667688583,78
sablefish,9,2018,ECV,>=550m,4.19544626865672,0.070150515066078,67
sablefish,10,1977,ECV,>=550m,-9,-9,0
sablefish,10,1980,ECV,>=550m,-9,-9,0
sablefish,10,1983,ECV,>=550m,-9,-9,0
sablefish,10,1984,ECV,>=550m,-9,-9,3
sablefish,10,1986,ECV,>=550m,-9,-9,0
sablefish,10,1988,ECV,>=550m,-9,-9,0
sablefish,10,1989,ECV,>=550m,4.02,0.272763633939717,5
sablefish,10,1990,ECV,>=550m,4.46363636363636,0.207702902887197,11
sablefish,10,1991,ECV,>=550m,-9,-9,0
sablefish,10,1992,ECV,>=550m,-9,-9,3
sablefish,10,1993,ECV,>=550m,4.10909090909091,0.1615012217542,11
sablefish,10,1995,ECV,>=550m,3.57692307692308,0.208213969750377,13
sablefish,10,1996,ECV,>=550m,4.168,0.080530891524904,50
sablefish,10,1997,ECV,>=550m,-9,-9,0
sablefish,10,1998,ECV,>=550m,2.408,0.112386238778005,25
sablefish,10,1999,ECV,>=550m,3.0959595959596,0.083409602598542,99
sablefish,10,2000,ECV,>=550m,4.05497806451613,0.049042648610322,155
sablefish,10,2001,ECV,>=550m,4.10674146341463,0.059779387076049,123
sablefish,10,2002,ECV,>=550m,4.25835217391304,0.093507344604924,46
sablefish,10,2003,ECV,>=550m,4.14407247706422,0.057988131421718,109
sablefish,10,2004,ECV,>=550m,4.25209464285714,0.085640201804191,56
sablefish,10,2005,ECV,>=550m,4.20743095238095,0.067910406347156,84
sablefish,10,2006,ECV,>=550m,4.17948658536585,0.069342934671568,82
sablefish,10,2007,ECV,>=550m,3.97380454545455,0.065663014558835,88
sablefish,10,2008,ECV,>=550m,4.07963372093023,0.068262495338188,86
sablefish,10,2009,ECV,>=550m,4.19831282051282,0.063152546270356,78
sablefish,10,2010,ECV,>=550m,4.03093,0.063789690470812,90
sablefish,10,2011,ECV,>=550m,4.22543333333333,0.07182140197583,78
sablefish,10,2012,ECV,>=550m,4.11419666666667,0.065999928885257,90
sablefish,10,2013,ECV,>=550m,4.05919154929577,0.065440118041471,71
sablefish,10,2014,ECV,>=550m,4.11976835443038,0.068539669855226,79
sablefish,10,2015,ECV,>=550m,3.954984375,0.071324373784338,64
sablefish,10,2016,ECV,>=550m,3.96766794871795,0.068856345328662,78
sablefish,10,2017,ECV,>=550m,4.07835769230769,0.067055667688583,78
sablefish,10,2018,ECV,>=550m,4.19544626865672,0.070150515066078,67
sablefish,11,1977,ECV,>=550m,-9,-9,0
sablefish,11,1980,ECV,>=550m,-9,-9,0
sablefish,11,1983,ECV,>=550m,-9,-9,0
sablefish,11,1984,ECV,>=550m,-9,-9,3
sablefish,11,1986,ECV,>=550m,-9,-9,0
sablefish,11,1988,ECV,>=550m,-9,-9,0
sablefish,11,1989,ECV,>=550m,4.02,0.272763633939717,5
sablefish,11,1990,ECV,>=550m,4.46363636363636,0.207702902887197,11
sablefish,11,1991,ECV,>=550m,-9,-9,0
sablefish,11,1992,ECV,>=550m,-9,-9,3
sablefish,11,1993,ECV,>=550m,4.10909090909091,0.1615012217542,11
sablefish,11,1995,ECV,>=550m,3.57692307692308,0.208213969750377,13
sablefish,11,1996,ECV,>=550m,4.168,0.080530891524904,50
sablefish,11,1997,ECV,>=550m,-9,-9,0
sablefish,11,1998,ECV,>=550m,2.408,0.112386238778005,25
sablefish,11,1999,ECV,>=550m,3.0959595959596,0.083409602598542,99
sablefish,11,2000,ECV,>=550m,4.05497806451613,0.049042648610322,155
sablefish,11,2001,ECV,>=550m,4.10674146341463,0.059779387076049,123
sablefish,11,2002,ECV,>=550m,4.25835217391304,0.093507344604924,46
sablefish,11,2003,ECV,>=550m,4.14407247706422,0.057988131421718,109
sablefish,11,2004,ECV,>=550m,4.25209464285714,0.085640201804191,56
sablefish,11,2005,ECV,>=550m,4.20743095238095,0.067910406347156,84
sablefish,11,2006,ECV,>=550m,4.17948658536585,0.069342934671568,82
sablefish,11,2007,ECV,>=550m,3.97380454545455,0.065663014558835,88
